2025-04-26 14:41:25.495 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E500>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: did you hear about the injuries she sustained . | Trigger: ['injuries']
2025-04-26 14:41:25.662 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6CD4EE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: state law defines deadly force as that which is likely to cause ` ` death or great bodily harm ,'' such as firing a gun at a person or a vehicle . | Trigger: ['death', 'harm', 'firing']
2025-04-26 14:41:25.666 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6CD4220>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after a police officer arrived , the second bag exploded , seriously injuring him , the officials said . | Trigger: ['injuring']
2025-04-26 14:41:25.672 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6107580>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the bus they were traveling in near the iraqi border . | Trigger: ['killed', 'traveling', 'injured', 'hit']
2025-04-26 14:41:25.676 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6105270>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if those weren't gunshot wounds to cause the broken bones , do they know what caused the fractures ? | Trigger: ['wounds', 'fractures']
2025-04-26 14:41:25.679 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6CD65F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and obviously we're going to pray that there's fewer casualties . . . | Trigger: ['casualties']
2025-04-26 14:41:25.682 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6CD62F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: state law defines deadly force as that which is likely to cause ` ` death or great bodily harm ,'' such as firing a gun at a person or a vehicle . | Trigger: ['death', 'harm', 'firing']
2025-04-26 14:41:25.685 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5C5DF30>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after a police officer arrived , the second bag exploded , seriously injuring him , the officials said . | Trigger: ['injuring']
2025-04-26 14:41:25.689 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5C5DAE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the bus they were traveling in near the iraqi border . | Trigger: ['killed', 'traveling', 'injured', 'hit']
2025-04-26 14:41:25.694 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677F1C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if those weren't gunshot wounds to cause the broken bones , do they know what caused the fractures ? | Trigger: ['wounds', 'fractures']
2025-04-26 14:41:25.697 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677F790>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and obviously we're going to pray that there's fewer casualties . . . | Trigger: ['casualties']
2025-04-26 14:41:25.700 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E350>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: state law defines deadly force as that which is likely to cause ` ` death or great bodily harm ,'' such as firing a gun at a person or a vehicle . | Trigger: ['death', 'harm', 'firing']
2025-04-26 14:41:25.703 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6823CA0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after a police officer arrived , the second bag exploded , seriously injuring him , the officials said . | Trigger: ['injuring']
2025-04-26 14:41:25.706 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6821450>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the bus they were traveling in near the iraqi border . | Trigger: ['killed', 'traveling', 'injured', 'hit']
2025-04-26 14:41:25.709 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6821930>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: if those weren't gunshot wounds to cause the broken bones , do they know what caused the fractures ? | Trigger: ['wounds', 'fractures']
2025-04-26 14:41:25.712 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A7EE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and obviously we're going to pray that there's fewer casualties . . . | Trigger: ['casualties']
2025-04-26 14:41:25.713 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: state law defines deadly force as that which is likely to cause ` ` death or great bodily harm ,'' such as firing a gun at a person or a vehicle . | Trigger: ['death', 'harm', 'firing']
2025-04-26 14:41:25.714 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: after a police officer arrived , the second bag exploded , seriously injuring him , the officials said . | Trigger: ['injuring']
2025-04-26 14:41:25.716 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the bus they were traveling in near the iraqi border . | Trigger: ['killed', 'traveling', 'injured', 'hit']
2025-04-26 14:41:25.717 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: if those weren't gunshot wounds to cause the broken bones , do they know what caused the fractures ? | Trigger: ['wounds', 'fractures']
2025-04-26 14:41:25.719 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: and obviously we're going to pray that there's fewer casualties . . . | Trigger: ['casualties']
2025-04-26 14:41:25.722 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1B430>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: she has fractured legs and her right forearm . | Trigger: ['fractured']
2025-04-26 14:41:25.725 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68DF0D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: other report at least 15 are wounded . | Trigger: ['wounded']
2025-04-26 14:41:25.729 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF68DEAD0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: well , let's look at what the president is actually proposing for people who have been harmed by a bad doctor . | Trigger: ['harmed']
2025-04-26 14:41:25.732 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67DF8E0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: an explosion in a cafe at one of the capital's busiest intersections killed one woman and injured another tuesday , police said . | Trigger: ['explosion', 'killed', 'injured']
2025-04-26 14:41:25.735 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67DC550>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i often wondered how he was doing with all the meds because of his illness , which developed before his paralyzing accident . | Trigger: ['paralyzing']
2025-04-26 14:41:25.738 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF6C2CD00>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: she has fractured legs and her right forearm . | Trigger: ['fractured']
