2025-04-29 09:56:07.640 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6)} | Text: can owe tell us exactly the details , the precise details of how you arrested the suspect ?
2025-04-29 09:56:07.804 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (30, 30), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: the company's performance wasn't all that hot even before the ceo went to prison , and until very recently the stock price reflected that .
2025-04-29 09:56:07.812 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (3, 3), (2, 2), (6, 6), (11, 11)} | Text: they handcuffed the man and they took him into custody .
2025-04-29 09:56:07.816 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (50, 50), (51, 51), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: house clearance royal marine style , troops from-lrb-unintelligible-rrb-commando task to seek out the last pockets of iraqi resistance in umm qasr go in hard to arrest suspected regime sympathizers and search for weapons .
2025-04-29 09:56:07.828 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(84, 84), (61, 61), (43, 43), (20, 20), (38, 38), (80, 80), (2, 2), (57, 57), (75, 75), (34, 34), (11, 11), (76, 76), (16, 16), (71, 71), (25, 25), (58, 58), (35, 35), (12, 12), (67, 67), (77, 77), (31, 31), (49, 49), (8, 8), (68, 68), (63, 63), (45, 45), (32, 32), (64, 64), (82, 82), (59, 59), (41, 41), (51, 51), (5, 5), (23, 23), (78, 78), (65, 65), (24, 24), (19, 19), (6, 6), (79, 79), (56, 56), (33, 33), (15, 15), (70, 70), (29, 29), (39, 39), (66, 66), (48, 48), (30, 30), (7, 7), (62, 62), (72, 72), (44, 44), (26, 26), (81, 81), (3, 3), (21, 21), (40, 40), (22, 22), (17, 17), (27, 27), (36, 36), (54, 54), (13, 13), (18, 18), (73, 73), (55, 55), (50, 50), (60, 60), (4, 4), (14, 14), (69, 69), (9, 9), (46, 46), (1, 1), (10, 10), (28, 28), (83, 83), (37, 37), (47, 47), (42, 42)} | Text: and , again fairly specifically-lrb-and i realise this is state specific , but i'm kinda looking for a general answer here-rrb-: if an eighteen year old gets caught selling marijuana to 12-14 year olds , and gets put away for , say , three years , is this the sort of deal where he's likely to get parole , or just do the time and leave again ?
2025-04-29 09:56:07.830 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (1, 1), (10, 10), (19, 19), (3, 3), (6, 6), (15, 15)} | Text: a convicted murderer is released from prison before serving his full sentence and then a nightmare becomes reality .
2025-04-29 09:56:07.832 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (16, 16), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (15, 15)} | Text: earlier this week , security police detained the monitor's managing editor , nhial bol , for 24 hours .
2025-04-29 09:56:07.834 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (11, 11), (13, 13), (10, 10), (3, 3), (2, 2), (6, 6), (15, 15)} | Text: ferris disappeared from sight , and cnn has confirmed he was taken into custody .
2025-04-29 09:56:07.836 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (30, 30), (31, 31), (5, 5), (7, 7), (16, 16), (14, 14), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (3, 3), (12, 12), (21, 21), (19, 19), (6, 6), (22, 22), (24, 24)} | Text: the man was arrested there after authorities say he hijacked a cuban plane using what was reported to be grenades , ordering the pilots to fly to florida .
2025-04-29 09:56:07.841 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (24, 24)} | Text: the drunk was acquitted on the technicality that he wasn't on a public road when the cop arrested him .
2025-04-29 09:56:07.843 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (12, 12), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: and the arrest of the prime suspect , derrick lee tee lee w . ` ` re joined on the phone by the police chief of atlanta .
2025-04-29 09:56:07.846 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: on tuesday , saudi security officials said three suspected al-qaida militants were arrested in jiddah , saudi arabia , in sweeps following the near-simultaneous suicide attacks on three residential compounds on the outskirts of riyadh on may 12 .
2025-04-29 09:56:07.854 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(84, 84), (61, 61), (43, 43), (20, 20), (38, 38), (80, 80), (2, 2), (57, 57), (75, 75), (34, 34), (11, 11), (76, 76), (16, 16), (71, 71), (25, 25), (58, 58), (35, 35), (12, 12), (67, 67), (77, 77), (31, 31), (49, 49), (8, 8), (68, 68), (63, 63), (45, 45), (32, 32), (64, 64), (82, 82), (59, 59), (41, 41), (51, 51), (5, 5), (23, 23), (78, 78), (65, 65), (24, 24), (19, 19), (6, 6), (79, 79), (56, 56), (33, 33), (15, 15), (70, 70), (29, 29), (39, 39), (66, 66), (48, 48), (30, 30), (7, 7), (62, 62), (72, 72), (44, 44), (26, 26), (81, 81), (3, 3), (21, 21), (40, 40), (22, 22), (17, 17), (27, 27), (36, 36), (54, 54), (13, 13), (18, 18), (73, 73), (55, 55), (50, 50), (60, 60), (4, 4), (14, 14), (69, 69), (9, 9), (46, 46), (1, 1), (10, 10), (28, 28), (83, 83), (37, 37), (47, 47), (42, 42)} | Text: and , again fairly specifically-lrb-and i realise this is state specific , but i'm kinda looking for a general answer here-rrb-: if an eighteen year old gets caught selling marijuana to 12-14 year olds , and gets put away for , say , three years , is this the sort of deal where he's likely to get parole , or just do the time and leave again ?
2025-04-29 09:56:07.858 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (11, 11), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: oh well , lets cross now to our mob of mindless drones and hear about how good it is that this menace to society is going to be locked up before he kills all our innocent children .
2025-04-29 09:56:07.863 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: on tuesday , saudi security officials said three suspected al-qaida militants were arrested in jiddah , saudi arabia , in sweeps following the near-simultaneous suicide attacks on three residential compounds on the outskirts of riyadh on may 12 .
2025-04-29 09:56:07.864 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (5, 5), (7, 7), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: anwar led large protests against mahathir before he was arrested , charged and convicted on corruption and sodomy charges .
2025-04-29 09:56:07.868 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (28, 28), (6, 6), (15, 15)} | Text: hanh , also a former member of the powerful communist party central committee , was convicted of receiving us $ 8 , 500 in bribes from nam cam's family to secure the crime boss'early release from labor camp in 1990s .
2025-04-29 09:56:07.873 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: so he didn't get both first degree murders .
2025-04-29 09:56:07.876 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (32, 32), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (31, 31), (5, 5), (7, 7), (16, 16), (14, 14), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: but you know what , it's like i think they didn't want to find him guilty because remember when ~ oj was not found guilty ?
2025-04-29 09:56:07.882 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(56, 56), (43, 43), (52, 52), (61, 61), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (57, 57), (34, 34), (53, 53), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (54, 54), (13, 13), (18, 18), (55, 55), (41, 41), (50, 50), (59, 59), (51, 51), (60, 60), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: in a separate action against the monitor , security officials went to its editorial offices on thursday night and told the management that it was being closed until it paid a fine of 15 million sudanese pounds-lrb-about us $ 6 , 000-rrb-that was outstanding from a court conviction last year .
2025-04-29 09:56:07.884 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the idea is if you have three felony convictions , you're out of here .
2025-04-29 09:56:07.890 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (15, 15), (11, 11), (4, 4), (30, 30), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: after killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering .
2025-04-29 09:56:07.893 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (2, 2), (11, 11), (4, 4), (5, 5), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: do you think he is guilty of the crimes he's been convicted of ?
2025-04-29 09:56:07.895 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (5, 5), (7, 7), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: anwar led large protests against mahathir before he was arrested , charged and convicted on corruption and sodomy charges .
2025-04-29 09:56:07.896 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: i look forward to vang's conviction and i pray for the families of the victims .
2025-04-29 09:56:07.898 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22)} | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty .
2025-04-29 09:56:07.899 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (13, 13), (2, 2), (11, 11), (4, 4), (5, 5), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: do you think he is guilty of the crimes he's been convicted of ?
2025-04-29 09:56:07.903 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (24, 24)} | Text: the documents regarding this case , wolf , were just unsealed he pled guilty to two counts back on may 1st , because of the extreme sensitivity of the case , details about the plea arrangement were kept under seal .
2025-04-29 09:56:07.909 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (24, 24)} | Text: the documents regarding this case , wolf , were just unsealed he pled guilty to two counts back on may 1st , because of the extreme sensitivity of the case , details about the plea arrangement were kept under seal .
2025-04-29 09:56:07.912 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (30, 30), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty .
2025-04-29 09:56:07.914 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: chien was convicted of receiving a stereo set worth 27 million dong-lrb-us $ 1 , 750-rrb-from nam cam's family and sentenced to six years in jail .
2025-04-29 09:56:07.917 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (2, 2), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (21, 21), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (6, 6), (15, 15)} | Text: malaysia's second highest court on friday rejected an appeal by jailed former deputy prime minister anwar ibrahim against his conviction and nine-year prison sentence for sodomy .
2025-04-29 09:56:07.924 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: the court also dismissed a joint appeal by anwar's adopted brother , sukma darmawan , who was convicted together with anwar for sodomy in august 2000 and sentenced to six years in jail and whipping .
2025-04-29 09:56:07.926 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (30, 30), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty .
